	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)
VARIABLES	Dscared_control_4scale	Dscared_control_4scale	Dscared_control_4scale	Dscared_control_4scale	Dscared_control_4scale	Dscared_control_4scale	Dscared_control_4scale	Dscared_control_4scale
								
Dedu_level	-0.00166	0.00159	0.00286	0.00283				
	(0.0446)	(0.0457)	(0.0455)	(0.0455)				
Dbirth_rate	0.0599	0.0649	0.0734	0.0734	0.0597	0.0647	0.0732	0.0732
	(0.0718)	(0.0725)	(0.0735)	(0.0736)	(0.0721)	(0.0727)	(0.0737)	(0.0738)
DVeryEarly_disease_d	-0.208	-0.215	-0.241	-0.240	-0.208	-0.215	-0.241	-0.240
	(0.236)	(0.237)	(0.243)	(0.244)	(0.236)	(0.236)	(0.243)	(0.244)
Dincome		-0.0308	-0.0337	-0.0330		-0.0314	-0.0342	-0.0335
		(0.0544)	(0.0542)	(0.0559)		(0.0543)	(0.0542)	(0.0559)
Dmarried			0.0103	0.0109			0.0104	0.0110
			(0.0849)	(0.0857)			(0.0850)	(0.0857)
Dhealth			-0.0823	-0.0822			-0.0824	-0.0823
			(0.0509)	(0.0509)			(0.0509)	(0.0509)
Dwork_over_40h				-0.00619				-0.00596
				(0.0651)				(0.0652)
sDedu_level					0.00185	0.00526	0.00606	0.00606
					(0.0445)	(0.0457)	(0.0454)	(0.0454)
								
Observations	660	660	660	660	660	660	660	660
Robust standard errors in parentheses								
*** p<0.01, ** p<0.05, * p<0.1								
